Time x y psi vx steer throttle
----------------------------------------------------------
0.0000 50.0000 0.2000 1.5708 9.9909 -0.3620 1617.8962
0.0200 50.0017 0.3998 1.5696 9.9847 -0.0375 -434.8467
0.0400 50.0037 0.5995 1.5681 10.0134 -0.1103 2535.7983
0.0600 50.0067 0.7998 1.5660 10.0214 0.1900 1708.4609
0.0800 50.0082 1.0002 1.5651 10.0140 0.0144 -546.5916
0.1000 50.0094 1.2005 1.5644 10.0218 0.1130 1074.5321
0.1200 50.0096 1.4009 1.5646 10.0106 -0.2197 480.7539
0.1400 50.0114 1.6011 1.5637 9.9743 -0.2631 -1090.9485
0.1600 50.0150 1.8006 1.5617 9.9512 -0.3821 680.7684
0.1800 50.0203 1.9996 1.5584 9.9657 0.2773 2788.2126
0.2000 50.0241 2.1988 1.5564 9.9705 0.0266 402.5274
0.2200 50.0274 2.3982 1.5550 9.9391 -0.7139 1886.0784
0.2400 50.0325 2.5970 1.5523 9.9125 -0.6568 1931.9250
0.2600 50.0395 2.7951 1.5486 9.9073 0.2199 935.6746
0.2800 50.0450 2.9932 1.5462 9.8798 0.3044 -112.2324
0.3000 50.0488 3.1907 1.5452 9.8652 -0.0586 -945.2063
0.3200 50.0535 3.3880 1.5438 9.8631 0.0231 -124.5808
0.3400 50.0580 3.5852 1.5429 9.9001 -0.0594 2925.3550
0.3600 50.0633 3.7831 1.5416 9.9241 0.1060 2236.9014
0.3800 50.0676 3.9816 1.5413 9.9148 0.3877 1756.9326
0.4000 50.0704 4.1799 1.5423 9.9328 -0.0460 1464.3932
0.4200 50.0740 4.3785 1.5428 9.9569 -0.3666 4036.4602
0.4400 50.0794 4.5776 1.5423 9.9122 0.8000 1317.5569
0.4600 50.0830 4.7758 1.5430 9.8971 0.1757 -223.4813
0.4800 50.0854 4.9738 1.5448 9.9185 0.1831 2507.9739
0.5000 50.0864 5.1722 1.5476 9.9534 0.1012 2846.6733
0.5200 50.0867 5.3713 1.5509 9.9317 0.4040 882.0110
0.5400 50.0852 5.5700 1.5555 9.9369 0.0007 295.1612
0.5600 50.0843 5.7688 1.5595 9.9283 0.1527 -86.3081
0.5800 50.0821 5.9674 1.5641 9.8955 0.8000 2096.9414
0.6000 50.0781 6.1653 1.5699 9.8801 0.1164 -995.7604
0.6200 50.0732 6.3629 1.5759 9.8695 -0.8000 3600.9761
0.6400 50.0697 6.5603 1.5805 9.8902 0.1769 2336.6040
0.6600 50.0647 6.7580 1.5857 9.8969 -0.2864 2262.0774
0.6800 50.0611 6.9560 1.5895 9.8617 0.1136 -2259.2251
0.7000 50.0563 7.1531 1.5936 9.8652 0.1758 1107.8710
0.7200 50.0499 7.3503 1.5984 9.8415 -0.8000 2770.8213
0.7400 50.0448 7.5471 1.6017 9.8274 0.4647 1850.8679
0.7600 50.0377 7.7435 1.6059 9.8264 0.0509 -44.3939
0.7800 50.0301 7.9399 1.6100 9.8497 0.1681 2535.3208
0.8000 50.0208 8.1367 1.6147 9.8241 0.3940 556.1188
0.8200 50.0094 8.3329 1.6204 9.8364 -0.0483 1044.7688
0.8400 49.9987 8.5293 1.6250 9.8445 -0.1472 1402.6580
0.8600 49.9891 8.7260 1.6282 9.8543 -0.1934 1873.4380
0.8800 49.9807 8.9229 1.6300 9.8135 0.6400 856.4155
0.9000 49.9702 9.1189 1.6327 9.8423 0.0224 2185.9893
0.9200 49.9592 9.3154 1.6353 9.8577 0.0108 1166.5398
0.9400 49.9479 9.5123 1.6376 9.8291 0.3938 369.9964
0.9600 49.9346 9.7084 1.6408 9.8574 0.1053 2476.2319
0.9800 49.9200 9.9050 1.6445 9.8744 0.0846 1478.9722
1.0000 49.9045 10.1019 1.6483 9.8722 0.2203 1059.4545
1.0200 49.8871 10.2986 1.6530 9.8140 -0.3669 -2082.1221
1.0400 49.8713 10.4942 1.6562 9.7996 0.8000 3444.2129
1.0600 49.8535 10.6894 1.6603 9.8034 0.2393 1664.2830
1.0800 49.8338 10.8845 1.6652 9.8121 0.1473 1198.0939
1.1000 49.8127 11.0796 1.6706 9.8057 0.4108 2044.2584
1.1200 49.7895 11.2744 1.6770 9.8553 -0.0163 3683.5972
1.1400 49.7668 11.4702 1.6824 9.8674 -0.0012 873.0919
1.1600 49.7441 11.6662 1.6871 9.9062 0.0765 3047.2639
1.1800 49.7204 11.8629 1.6919 9.9197 -0.0658 1253.5569
1.2000 49.6973 12.0600 1.6956 9.9008 -0.3062 554.5000
1.2200 49.6756 12.2568 1.6977 9.8560 -0.7337 1032.4905
1.2400 49.6553 12.4530 1.6981 9.8608 0.1978 1539.4899
1.2600 49.6332 12.6489 1.6995 9.8870 0.0071 1988.2848
1.2800 49.6105 12.8454 1.7007 9.8981 -0.1426 1511.1206
1.3000 49.5887 13.0422 1.7007 9.9002 0.0056 165.8081
1.3200 49.5663 13.2390 1.7007 9.9245 -0.1399 2436.8057
1.3400 49.5449 13.4363 1.6997 9.9527 -0.0613 2192.6802
1.3600 49.5236 13.6343 1.6983 9.9265 -0.2995 -109.3621
1.3800 49.5039 13.8319 1.6954 9.9473 -0.0477 1510.2834
1.4000 49.4842 14.0299 1.6925 9.9002 -0.5044 -429.3417
1.4200 49.4662 14.2272 1.6883 9.9355 -0.0640 2574.9253
1.4400 49.4482 14.4252 1.6840 9.9918 -0.2090 5161.9233
1.4600 49.4315 14.6244 1.6789 9.9944 0.2473 1660.6069
1.4800 49.4133 14.8235 1.6751 10.0217 0.1261 2655.2568
1.5000 49.3937 15.0230 1.6724 9.9920 -0.2660 -606.8136
1.5200 49.3760 15.2220 1.6687 9.9609 -0.3395 -209.5170
1.5400 49.3603 15.4207 1.6639 9.9691 -0.2639 2095.1555
1.5600 49.3463 15.6196 1.6582 9.9281 0.5720 365.1741
1.5800 49.3309 15.8176 1.6539 9.9269 0.0226 -64.0320
1.6000 49.3152 16.0155 1.6504 9.9398 -0.2020 2049.7354
1.6200 49.3011 16.2138 1.6461 9.9273 0.0773 -642.4701
1.6400 49.2863 16.4118 1.6429 9.9382 -0.0046 816.2012
1.6600 49.2715 16.6100 1.6400 9.9493 -0.0628 965.5394
1.6800 49.2576 16.8085 1.6370 9.9546 -0.3423 2550.4243
1.7000 49.2457 17.0073 1.6331 9.9940 0.0806 3266.0664
1.7200 49.2329 17.2067 1.6302 9.9781 -0.2803 561.3026
1.7400 49.2221 17.4060 1.6263 9.9771 0.8000 4341.4883
1.7600 49.2100 17.6052 1.6239 10.0007 -0.0446 1846.2030
1.7800 49.1985 17.8049 1.6215 10.0286 -0.0124 2100.3813
1.8000 49.1873 18.0051 1.6192 10.0082 -0.4476 1299.1248
1.8200 49.1782 18.2051 1.6160 9.9922 -0.2303 140.9730
1.8400 49.1709 18.4048 1.6119 9.9779 -0.4518 1727.2906
1.8600 49.1656 18.6043 1.6067 9.9789 -0.5373 3260.4883
1.8800 49.1623 18.8039 1.6007 10.0229 -0.0335 3180.1243
1.9000 49.1590 19.0044 1.5951 10.0405 -0.0201 1236.7815
1.9200 49.1557 19.2051 1.5900 9.9873 0.3220 -1972.6702
1.9400 49.1511 19.4048 1.5866 9.9880 0.1486 847.3708
1.9600 49.1454 19.6045 1.5845 9.9266 -0.3972 -2092.8164
1.9800 49.1418 19.8030 1.5814 9.9144 0.4514 1922.2657
2.0000 49.1369 20.0013 1.5799 9.8719 0.7049 1046.9525
2.0200 49.1305 20.1987 1.5799 9.9057 0.3763 4777.2666
2.0400 49.1227 20.3967 1.5814 9.9450 -0.0804 3257.7744
2.0600 49.1164 20.5956 1.5822 9.9663 0.4961 4508.9307
2.0800 49.1086 20.7948 1.5844 9.9030 0.7848 -169.8954
2.1000 49.0992 20.9928 1.5880 9.9189 0.3239 3081.1812
2.1200 49.0882 21.1910 1.5928 9.8759 0.8000 1304.3683
2.1400 49.0755 21.3883 1.5989 9.8992 0.1762 2209.3335
2.1600 49.0618 21.5859 1.6057 9.8596 0.7234 1136.9611
2.1800 49.0462 21.7827 1.6136 9.8237 0.4410 -156.2902
2.2000 49.0287 21.9786 1.6226 9.8095 0.5107 1794.7097
2.2200 49.0093 22.1741 1.6326 9.7686 0.4112 -832.2164
2.2400 48.9878 22.3685 1.6435 9.8137 0.0678 2855.7764
2.2600 48.9664 22.5637 1.6537 9.8375 0.2855 3073.5649
2.2800 48.9430 22.7592 1.6644 9.7746 0.8000 -313.3710
2.3000 48.9174 22.9531 1.6760 9.7711 0.2401 524.8885
2.3200 48.8901 23.1468 1.6879 9.7838 0.3764 2940.0430
2.3400 48.8605 23.3403 1.7005 9.7730 0.7957 3381.3989
2.3600 48.8286 23.5333 1.7137 9.7531 0.8000 2760.3491
2.3800 48.7943 23.7254 1.7274 9.7523 0.3088 1333.0812
2.4000 48.7579 23.9171 1.7416 9.7598 0.4471 2984.3623
2.4200 48.7190 24.1085 1.7563 9.8056 0.0927 2994.6072
2.4400 48.6794 24.3006 1.7700 9.8114 0.8000 4648.4961
2.4600 48.6374 24.4923 1.7841 9.7856 0.3685 181.6985
2.4800 48.5930 24.6829 1.7986 9.7635 0.7030 2332.6304
2.5000 48.5461 24.8725 1.8136 9.7381 0.8000 2536.5215
2.5200 48.4967 25.0609 1.8289 9.7113 0.4136 449.9203
2.5400 48.4449 25.2481 1.8446 9.6884 0.4574 1026.1044
2.5600 48.3906 25.4341 1.8606 9.6656 0.8000 2753.8472
2.5800 48.3338 25.6189 1.8769 9.6994 0.8000 6500.9941
2.6000 48.2744 25.8036 1.8935 9.6873 0.4122 1622.6836
2.6200 48.2125 25.9872 1.9104 9.6754 0.3958 1543.6313
2.6400 48.1480 26.1696 1.9275 9.7222 -0.0263 3624.5132
2.6600 48.0833 26.3530 1.9427 9.6646 0.5419 -760.0315
2.6800 48.0162 26.5344 1.9581 9.6247 0.2411 -1540.4600
2.7000 47.9472 26.7141 1.9736 9.5740 0.6570 417.3453
2.7200 47.8758 26.8918 1.9892 9.5548 -0.0640 -894.2495
2.7400 47.8046 27.0693 2.0029 9.5804 0.1310 2717.7114
2.7600 47.7313 27.2465 2.0162 9.5658 0.3366 1404.2479
2.7800 47.6555 27.4223 2.0296 9.5895 0.5053 5072.1953
2.8000 47.5771 27.5975 2.0433 9.5513 0.3406 -342.3461
2.8200 47.4963 27.7707 2.0571 9.5989 -0.0360 4051.2432
2.8400 47.4148 27.9448 2.0692 9.5642 0.2284 -858.3252
2.8600 47.3313 28.1171 2.0814 9.5825 0.2364 3133.2632
2.8800 47.2451 28.2885 2.0937 9.5822 0.1305 868.9328
2.9000 47.1571 28.4589 2.1057 9.5957 0.1373 1961.9070
2.9200 47.0669 28.6286 2.1174 9.6461 0.1982 5186.3965
2.9400 46.9740 28.7979 2.1291 9.6275 0.3099 939.2764
2.9600 46.8789 28.9655 2.1411 9.5994 0.6656 2236.0454
2.9800 46.7816 29.1312 2.1533 9.5793 0.2633 418.9790
3.0000 46.6821 29.2951 2.1656 9.5959 0.3977 3987.7141
3.0200 46.5802 29.4578 2.1782 9.5729 -0.2707 330.8788
3.0400 46.4789 29.6206 2.1884 9.5332 0.5524 826.4588
3.0600 46.3758 29.7812 2.1990 9.5203 0.3101 1340.6086
3.0800 46.2704 29.9400 2.2097 9.5122 0.8000 4167.2231
3.1000 46.1629 30.0971 2.2207 9.5116 0.3462 2431.2551
3.1200 46.0531 30.2526 2.2320 9.4601 0.2810 -1864.5620
3.1400 45.9417 30.4057 2.2434 9.4786 0.1334 2128.4492
3.1600 45.8285 30.5579 2.2547 9.4957 0.0794 1695.0986
3.1800 45.7138 30.7094 2.2653 9.4505 0.8000 1539.5508
3.2000 45.5975 30.8585 2.2761 9.4273 -0.4993 1611.6716
3.2200 45.4819 31.0077 2.2848 9.4580 -0.0322 2651.1790
3.2400 45.3655 31.1572 2.2923 9.4644 0.2116 1999.0518
3.2600 45.2470 31.3050 2.2999 9.5034 0.1515 3913.1289
3.2800 45.1262 31.4520 2.3076 9.5438 -0.2703 4861.8086
3.3000 45.0054 31.6001 2.3134 9.5269 -0.4012 1487.7168
3.3200 44.8853 31.7485 2.3170 9.5319 0.2371 2025.9160
3.3400 44.7632 31.8953 2.3211 9.4818 0.8000 1072.8171
3.3600 44.6399 32.0396 2.3256 9.4933 0.5335 4157.3188
3.3800 44.5146 32.1824 2.3307 9.5328 0.0216 3111.8767
3.4000 44.3880 32.3251 2.3352 9.5335 -0.0143 169.3218
3.4200 44.2609 32.4674 2.3390 9.5280 0.4333 2383.7268
3.4400 44.1321 32.6079 2.3435 9.5862 0.0936 4781.0083
3.4600 44.0014 32.7482 2.3480 9.5965 0.2281 2199.2202
3.4800 43.8689 32.8871 2.3531 9.5995 -0.7593 4505.0337
3.5000 43.7371 33.0267 2.3564 9.6131 0.4446 3776.6189
3.5200 43.6034 33.1650 2.3605 9.6525 -0.0107 3017.4453
3.5400 43.4690 33.3037 2.3639 9.6462 0.4637 2445.4023
3.5600 43.3331 33.4406 2.3680 9.7228 -0.2223 6973.4956
3.5800 43.1968 33.5793 2.3707 9.7143 0.0785 -333.4142
3.6000 43.0596 33.7169 2.3736 9.7394 0.1330 2523.3875
3.6200 42.9209 33.8537 2.3769 9.7499 0.1929 1873.5291
3.6400 42.7807 33.9893 2.3810 9.7490 0.2356 1338.6311
3.6600 42.6392 34.1234 2.3858 9.7726 -0.3469 3879.8965
3.6800 42.4982 34.2587 2.3890 9.7558 -0.2213 106.8797
3.7000 42.3582 34.3947 2.3907 9.7907 -0.0443 2715.2395
3.7200 42.2178 34.5312 2.3917 9.7147 0.8000 -1010.6617
3.7400 42.0770 34.6652 2.3937 9.7585 0.0156 3316.7668
3.7600 41.9353 34.7994 2.3955 9.8034 -0.3337 5333.5454
3.7800 41.7938 34.9352 2.3959 9.7703 0.4645 452.1165
3.8000 41.6514 35.0690 2.3974 9.7083 0.2566 -3074.9016
3.8200 41.5087 35.2006 2.3998 9.7201 0.1085 1282.4393
3.8400 41.3649 35.3315 2.4026 9.7401 -0.7275 5444.6562
3.8600 41.2218 35.4636 2.4042 9.7355 0.1743 604.9373
3.8800 41.0776 35.5945 2.4065 9.7253 -0.1510 30.2212
3.9000 40.9343 35.7261 2.4076 9.7214 0.1295 305.7146
3.9200 40.7902 35.8565 2.4095 9.7275 0.3334 2556.6113
3.9400 40.6447 35.9857 2.4123 9.6860 0.4814 -98.5579
3.9600 40.4985 36.1128 2.4163 9.6346 0.7796 695.9248
3.9800 40.3518 36.2378 2.4213 9.5888 -0.3876 -1037.6307
4.0000 40.2067 36.3633 2.4249 9.6181 0.0357 2193.5627
4.0200 40.0611 36.4889 2.4282 9.5912 -0.2681 -323.5311
4.0400 39.9167 36.6152 2.4301 9.5805 0.2126 443.1082
4.0600 39.7714 36.7401 2.4329 9.5690 0.2315 497.6747
4.0800 39.6250 36.8634 2.4366 9.5709 0.1831 1035.4783
4.1000 39.4776 36.9855 2.4411 9.6121 -0.0136 3081.2109
4.1200 39.3297 37.1084 2.4448 9.6082 0.3854 2117.4771
4.1400 39.1807 37.2297 2.4496 9.6320 -0.1893 2871.3718
4.1600 39.0321 37.3524 2.4529 9.6039 -0.8000 2495.7722
4.1800 38.8849 37.4757 2.4547 9.5601 0.7836 1320.4939
4.2000 38.7371 37.5970 2.4575 9.5942 -0.0368 2641.3999
4.2200 38.5889 37.7190 2.4596 9.6145 0.0062 1530.9197
4.2400 38.4403 37.8410 2.4615 9.6510 0.0714 2937.9949
4.2600 38.2905 37.9627 2.4637 9.6441 -0.6384 3261.0271
4.2800 38.1418 38.0855 2.4644 9.6663 -0.3158 3613.6201
4.3000 37.9935 38.2097 2.4637 9.6950 0.1460 2916.6624
4.3200 37.8439 38.3330 2.4639 9.6933 -0.1124 311.1061
4.3400 37.6948 38.4570 2.4632 9.7368 -0.2359 4593.5508
4.3600 37.5459 38.5825 2.4612 9.7451 -0.2627 2156.3962
4.3800 37.3978 38.7094 2.4581 9.7281 0.2437 217.8309
4.4000 37.2489 38.8347 2.4561 9.7103 -0.8000 3194.9036
4.4200 37.1014 38.9610 2.4529 9.7544 0.0552 3458.2986
4.4400 36.9525 39.0872 2.4504 9.7681 -0.0861 1211.3372
4.4600 36.8039 39.2140 2.4475 9.7674 0.3614 2193.3855
4.4800 36.6543 39.3396 2.4459 9.7987 -0.1613 3134.7153
4.5000 36.5051 39.4667 2.4435 9.8112 0.0996 1363.3083
4.5200 36.3550 39.5931 2.4421 9.8348 0.2521 3303.3508
4.5400 36.2036 39.7187 2.4419 9.8499 0.2289 2493.5217
4.5600 36.0510 39.8433 2.4430 9.8614 -0.0090 860.6365
4.5800 35.8985 39.9684 2.4439 9.8163 -0.3464 -1177.8916
4.6000 35.7479 40.0943 2.4436 9.7545 0.5792 -1065.8113
4.6200 35.5971 40.2181 2.4445 9.7948 -0.1371 3691.0840
4.6400 35.4466 40.3435 2.4446 9.8146 0.0404 1556.2939
4.6600 35.2955 40.4688 2.4450 9.8446 -0.0872 2567.9497
4.6800 35.1446 40.5953 2.4448 9.8288 -0.2508 367.5243
4.7000 34.9950 40.7228 2.4433 9.8363 0.2552 2147.9500
4.7200 34.8443 40.8492 2.4431 9.8213 -0.2797 641.5545
4.7400 34.6948 40.9767 2.4417 9.8394 0.2973 3202.7490
4.7600 34.5441 41.1032 2.4415 9.8558 -0.2850 2997.6541
4.7800 34.3942 41.2312 2.4401 9.8750 -0.1411 2066.0217
4.8000 34.2448 41.3604 2.4380 9.8769 0.2184 1459.5535
4.8200 34.0944 41.4884 2.4371 9.8634 -0.2665 646.8724
4.8400 33.9453 41.6176 2.4350 9.8870 0.3454 3873.8464
4.8600 33.7948 41.7459 2.4342 9.9054 0.0923 1725.5168
4.8800 33.6434 41.8737 2.4342 9.9021 -0.2645 1409.8040
4.9000 33.4933 42.0029 2.4331 9.8783 -0.6290 2012.8972
4.9200 33.3447 42.1331 2.4307 9.9232 -0.0071 3343.0293
4.9400 33.1953 42.2637 2.4287 9.8778 0.3565 -1139.6276
4.9600 33.0455 42.3926 2.4279 9.8814 -0.3344 2374.6699
4.9800 32.8969 42.5228 2.4261 9.8716 0.1039 -285.0065
5.0000 32.7477 42.6521 2.4251 9.8865 -0.1553 1893.5417
5.0200 32.5992 42.7828 2.4233 9.9130 -0.1918 3008.1914
5.0400 32.4514 42.9149 2.4206 9.8561 0.8000 402.7438
5.0600 32.3034 43.0450 2.4192 9.8597 -0.2403 1718.3771
5.0800 32.1564 43.1766 2.4168 9.8773 -0.0738 1467.5634
5.1000 32.0097 43.3089 2.4141 9.9005 -0.0216 1718.0210
5.1200 31.8627 43.4415 2.4115 9.9073 0.1623 1397.6412
5.1400 31.7147 43.5733 2.4102 9.8920 0.4409 1628.3955
5.1600 31.5659 43.7037 2.4103 9.8565 -0.4683 283.9092
5.1800 31.4189 43.8351 2.4092 9.8542 -0.4403 2564.7339
5.2000 31.2732 43.9677 2.4070 9.8667 0.3812 3284.1470
5.2200 31.1262 44.0994 2.4062 9.8352 -0.2345 -933.4814
5.2400 30.9809 44.2320 2.4043 9.8667 -0.1743 3235.2383
5.2600 30.8362 44.3661 2.4015 9.9150 -0.0520 3664.4229
5.2800 30.6910 44.5012 2.3987 9.8773 0.3432 -646.6912
5.3000 30.5453 44.6346 2.3972 9.8360 0.5209 161.0729
5.3200 30.3991 44.7663 2.3971 9.8429 0.2265 1851.8918
5.3400 30.2519 44.8971 2.3983 9.8957 0.0572 4023.7358
5.3600 30.1037 45.0283 2.3999 9.8733 -0.2388 -198.3401
5.3800 29.9571 45.1606 2.4004 9.8380 0.4544 219.5629
5.4000 29.8098 45.2911 2.4021 9.7616 0.8000 -1070.9250
5.4200 29.6625 45.4193 2.4052 9.8128 0.0979 4024.6250
5.4400 29.5141 45.5478 2.4087 9.8300 0.2310 2502.8560
5.4600 29.3644 45.6753 2.4132 9.8614 -0.0445 2433.6526
5.4800 29.2148 45.8039 2.4169 9.8588 0.1853 660.1113
5.5000 29.0643 45.9314 2.4214 9.8270 -0.2127 -1131.1890
5.5200 28.9153 46.0596 2.4246 9.8193 0.4491 2205.0278
5.5400 28.7652 46.1863 2.4289 9.8149 0.3080 1534.8727
5.5600 28.6139 46.3114 2.4341 9.7912 -0.6102 1848.4635
5.5800 28.4640 46.4374 2.4380 9.7058 0.8000 -1786.3892
5.6000 28.3141 46.5608 2.4428 9.7281 0.2280 2863.5950
5.6200 28.1628 46.6831 2.4484 9.7416 0.2252 2134.4067
5.6400 28.0101 46.8042 2.4548 9.7119 0.3640 -26.7200
5.6600 27.8566 46.9234 2.4622 9.7490 0.1967 3502.5171
5.6800 27.7016 47.0418 2.4701 9.7379 0.5996 2631.7988
5.7000 27.5455 47.1583 2.4788 9.7207 0.8000 3072.0046
5.7200 27.3884 47.2730 2.4884 9.7130 0.5005 2287.3999
5.7400 27.2301 47.3858 2.4987 9.7173 0.2733 1532.3646
5.7600 27.0706 47.4970 2.5097 9.7222 0.4631 2943.8728
5.7800 26.9097 47.6065 2.5213 9.7315 0.0407 292.3198
5.8000 26.7488 47.7161 2.5319 9.6729 0.6462 -635.4888
5.8200 26.5875 47.8230 2.5432 9.6006 0.8000 -936.9050
5.8400 26.4261 47.9271 2.5550 9.6090 0.5152 3512.9460
5.8600 26.2633 48.0293 2.5675 9.6078 0.1895 325.1052
5.8800 26.0996 48.1300 2.5799 9.6855 0.0173 5566.5293
5.9000 25.9347 48.2317 2.5911 9.6739 0.5022 2165.3101
5.9200 25.7687 48.3311 2.6028 9.6617 0.1489 -598.3965
5.9400 25.6021 48.4290 2.6142 9.6639 0.2254 1207.2635
5.9600 25.4344 48.5251 2.6259 9.6852 0.1818 2238.9189
5.9800 25.2654 48.6198 2.6376 9.6824 0.4298 2424.3918
6.0000 25.0952 48.7122 2.6497 9.6950 -0.0239 987.7830
6.0200 24.9249 48.8049 2.6603 9.7216 -0.1221 2712.1787
6.0400 24.7543 48.8983 2.6691 9.7147 0.4789 2560.9009
6.0600 24.5827 48.9895 2.6783 9.7086 0.3682 1971.6770
6.0800 24.4100 49.0782 2.6879 9.7736 0.2022 5929.5503
6.1000 24.2352 49.1657 2.6978 9.7990 -0.0158 2018.9310
6.1200 24.0598 49.2533 2.7064 9.7547 0.8000 1462.0632
6.1400 23.8842 49.3382 2.7154 9.7775 0.2777 3456.9832
6.1600 23.7070 49.4211 2.7249 9.7568 -0.3513 772.6648
6.1800 23.5306 49.5047 2.7323 9.8044 0.1357 4279.8662
6.2000 23.3525 49.5869 2.7398 9.8391 0.1701 3554.1792
6.2200 23.1729 49.6674 2.7475 9.8166 0.3915 917.0284
6.2400 22.9928 49.7454 2.7558 9.8011 0.5145 2101.8760
6.2600 22.8119 49.8210 2.7645 9.7643 0.5229 566.1588
6.2800 22.6307 49.8939 2.7738 9.7424 0.4485 1218.2971
6.3000 22.4491 49.9644 2.7837 9.7919 0.1149 4007.4036
6.3200 22.2659 50.0338 2.7933 9.7861 0.1500 155.5151
6.3400 22.0823 50.1016 2.8029 9.7829 -0.4431 2544.6648
6.3600 21.8990 50.1701 2.8105 9.7854 0.8000 4678.1270
6.3800 21.7149 50.2365 2.8186 9.8091 -0.0824 2216.8076
6.4000 21.5304 50.3033 2.8252 9.7586 0.8000 1003.9150
6.4200 21.3460 50.3674 2.8323 9.7121 -0.5180 -149.3871
6.4400 21.1628 50.4322 2.8375 9.7276 0.2946 3101.9868
6.4600 20.9785 50.4948 2.8432 9.7428 0.0958 1564.2136
6.4800 20.7935 50.5559 2.8490 9.7587 0.0811 1505.7361
6.5000 20.6076 50.6158 2.8546 9.7602 -0.1290 821.0663
6.5200 20.4220 50.6763 2.8587 9.7851 0.3136 3873.5930
6.5400 20.2351 50.7347 2.8634 9.7737 0.8000 3713.8655
6.5600 20.0479 50.7908 2.8688 9.7900 -0.0077 1285.6281
6.5800 19.8602 50.8468 2.8733 9.7327 -0.6011 -543.2089
6.6000 19.6740 50.9037 2.8761 9.7879 -0.1238 4697.6172
6.6200 19.4868 50.9613 2.8776 9.7587 0.4783 851.3438
6.6400 19.2996 51.0166 2.8799 9.7481 0.4540 2077.6348
6.6600 19.1120 51.0697 2.8830 9.7759 -0.0422 2206.1665
6.6800 18.9238 51.1231 2.8853 9.7790 0.2836 2045.0616
6.7000 18.7351 51.1744 2.8885 9.8072 -0.1042 2571.4080
6.7200 18.5460 51.2266 2.8904 9.8375 0.3421 4362.0796
6.7400 18.3558 51.2770 2.8933 9.8544 -0.0920 1644.4485
6.7600 18.1654 51.3281 2.8950 9.8367 -0.8000 3234.4509
6.7800 17.9757 51.3805 2.8953 9.8610 -0.0809 2031.2949
6.8000 17.7857 51.4333 2.8948 9.8407 0.6543 2385.8374
6.8200 17.5955 51.4841 2.8953 9.8326 0.4393 2142.5549
6.8400 17.4050 51.5330 2.8968 9.8392 -0.1589 1325.1896
6.8600 17.2147 51.5831 2.8971 9.8555 0.3729 3525.1201
6.8800 17.0236 51.6315 2.8985 9.8659 0.2369 2207.2920
6.9000 16.8319 51.6781 2.9009 9.9312 -0.0072 4895.2847
6.9200 16.6389 51.7252 2.9028 9.9339 0.2510 1723.9705
6.9400 16.4455 51.7706 2.9058 9.9499 -0.1305 1847.2115
6.9600 16.2520 51.8172 2.9077 9.9620 -0.0205 941.9954
6.9800 16.0584 51.8640 2.9091 9.9832 -0.0373 1662.7872
7.0000 15.8644 51.9113 2.9100 9.9691 -0.2404 421.8097
7.0200 15.6710 51.9599 2.9095 9.9246 -0.6870 792.4790
7.0400 15.4789 52.0099 2.9077 9.9277 -0.0272 191.8291
7.0600 15.2866 52.0597 2.9058 9.8855 -0.3490 -967.6392
7.0800 15.0956 52.1109 2.9026 9.9097 -0.1298 2192.5720
7.1000 14.9043 52.1631 2.8988 9.8769 0.5794 1025.5226
7.1200 14.7133 52.2135 2.8962 9.8547 0.1080 -1172.4500
7.1400 14.5224 52.2625 2.8946 9.8505 0.0230 -283.6216
7.1600 14.3315 52.3112 2.8934 9.8548 0.0302 377.3002
7.1800 14.1404 52.3595 2.8926 9.8202 0.2201 -1278.8860
7.2000 13.9496 52.4062 2.8931 9.8239 0.0788 493.1277
7.2200 13.7586 52.4522 2.8941 9.8276 -0.0852 602.3831
7.2400 13.5677 52.4993 2.8945 9.7917 -0.1008 -2282.4702
7.2600 13.3779 52.5473 2.8941 9.7690 0.5340 1601.4591
7.2800 13.1881 52.5936 2.8950 9.7824 -0.0603 1180.5781
7.3000 12.9982 52.6407 2.8953 9.7696 0.0804 -713.7508
7.3200 12.8083 52.6870 2.8962 9.7338 0.2557 -1120.0267
7.3400 12.6188 52.7315 2.8983 9.7385 0.5411 3572.4995
7.3600 12.4288 52.7744 2.9016 9.7527 0.0002 1010.5809
7.3800 12.2386 52.8178 2.9045 9.7724 -0.2323 2877.9648
7.4000 12.0484 52.8628 2.9061 9.7214 0.2875 -2038.4779
7.4200 11.8587 52.9058 2.9089 9.6875 0.6185 1211.4392
7.4400 11.6694 52.9468 2.9128 9.7074 -0.2332 2883.9233
7.4600 11.4799 52.9895 2.9153 9.7024 -0.1765 627.5938
7.4800 11.2909 53.0335 2.9167 9.7354 0.1268 3031.9971
7.5000 11.1010 53.0763 2.9187 9.7570 -0.4630 4369.0366
7.5200 10.9110 53.1207 2.9193 9.7344 -0.6270 2091.9834
7.5400 10.7217 53.1665 2.9186 9.7387 0.2900 2148.8765
7.5600 10.5320 53.2105 2.9190 9.7590 -0.2369 2946.1257
7.5800 10.3422 53.2561 2.9182 9.7507 -0.2544 916.2852
7.6000 10.1529 53.3032 2.9161 9.7867 0.0546 2856.9058
7.6200 9.9627 53.3494 2.9146 9.7740 -0.4413 1801.1172
7.6400 9.7731 53.3973 2.9119 9.7956 0.4582 4309.4600
7.6600 9.5828 53.4437 2.9103 9.8180 -0.8000 5859.4854
7.6800 9.3924 53.4917 2.9077 9.8643 0.3038 5236.1309
